id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
234,POM0236,Pasir Pasir,Stemonurus scorpioides,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3305024,101.2210955,47.54,2.15,Belum,-,-,Wazar,5/30/2021 12:15,200000,5205.91,-,Brown (1997),media/1622361053001.jpg,media/1622361063227.jpg,media/1622361043764.jpg,media/1622423539136.jpg,
235,POM0237,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3305261,101.2210949,45.01,2.15,Belum,-,-,Dafit,5/30/2021 14:30,200000,5205.91,-,Brown (1997),media/1622361105517.jpg,media/1622361114965.jpg,media/1622361127980.jpg,media/1622423636285.jpg,
236,POM0238,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3305435,101.2210975,44.11,2.15,Belum,-,-,Parman,5/30/2021 12:20,200000,12520.63,-,Brown (1997),media/1622361172103.jpg,media/1622361181808.jpg,media/1622361195595.jpg,media/1622423845372.jpg,
237,POM0239,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,50,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3305474,101.2211004,43.86,2.15,Belum,-,-,Dahlan,5/30/2021 14:40,200000,8600.97,-,Brown (1997),media/1622361264274.jpg,media/1622361278953.jpg,media/1622361244823.jpg,media/1622423925671.jpg,
238,POM0240,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,62,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3306827,101.2211752,58.01,2.14,Belum,-,-,Sahlan,5/30/2021 12:35,200000,14821.92,-,Brown (1997),media/1622362569965.jpg,media/1622362581028.jpg,media/1622362598278.jpg,media/1622424021601.jpg,
239,POM0241,Kolek Siminai,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3306973,101.2211803,56.15,2.13,Belum,-,-,Parjok,5/30/2021 15:05,200000,5205.91,-,Brown (1997),media/1622362662090.jpg,media/1622362673613.jpg,media/1622362688462.jpg,media/1622424129800.jpg,
240,POM0242,Tampui Acek,Baccaurea macrocarpa,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3307646,101.2212015,61.44,2.13,Belum,-,-,Parman,5/30/2021 14:10,200000,5533.17,-,Brown (1997),media/1622362728476.jpg,media/1622362740588.jpg,media/1622362758478.jpg,media/1622424230425.jpg,
241,POM0243,Ubau,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,11,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3307893,101.2211898,58.48,2.12,Belum,-,-,Wazar,5/30/2021 15:15,200000,6965.15,-,Brown (1997),media/1622362806556.jpg,media/1622362816102.jpg,media/1622362797381.jpg,media/1622424500219.jpg,
242,POM0244,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3308051,101.2211854,59.54,2.12,Belum,-,-,Wazar,5/30/2021 14:15,200000,6965.15,-,Brown (1997),media/1622362870092.jpg,media/1622362882497.jpg,media/1622362906985.jpg,media/1622424414620.jpg,
243,POM0245,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3309888,101.2212088,57.56,2.1,Belum,-,-,Gusperi,5/30/2021 15:20,200000,11981.66,-,Brown (1997),media/1622362947870.jpg,media/1622362961292.jpg,media/1622362975605.jpg,media/1622424576580.jpg,
244,POM0246,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,82,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3309779,101.2211954,50.68,2.11,Belum,-,-,Wazar,5/30/2021 14:20,200000,30067.86,-,Brown (1997),media/1622363054110.jpg,media/1622363069379.jpg,media/1622363084183.jpg,media/1622424662718.jpg,
245,POM0247,Meranti Batu,Parashorea aptera,Pohon Dewasa,icon/mature_tree.svg,Critically Endangered,52,16,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3309571,101.2211646,47.31,2.11,Belum,-,-,Risman,5/30/2021 15:32,200000,9498.21,-,Brown (1997),media/1622363180260.jpg,media/1622363193520.jpg,media/1622363144857.jpg,media/1622424767309.jpg,
246,POM0248,Kolek Simogham,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3309705,101.2211578,46.36,2.1,Belum,-,-,Wazar,5/30/2021 14:30,200000,6224.27,-,Brown (1997),media/1622363249153.jpg,media/1622363258200.jpg,media/1622363278068.jpg,media/1622424875724.jpg,
247,POM0249,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,54,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.330977,101.2211551,46.19,2.1,Belum,-,-,Parman,5/30/2021 15:40,200000,10449.84,-,Brown (1997),media/1622363333249.jpg,media/1622363342698.jpg,media/1622363365532.jpg,media/1622424957142.jpg,
248,POM0250,Tampui,Baccaurea macrocarpa,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.330987,101.2211656,46.26,2.1,Belum,-,-,Parman,5/30/2021 13:04,200000,5205.91,-,Brown (1997),media/1622363440018.jpg,media/1622363449517.jpg,media/1622363423191.jpg,media/1622426734396.jpg,
249,POM0251,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310478,101.221288,48.15,2.1,Belum,-,-,Parjok,5/30/2021 15:47,200000,11981.66,-,Brown (1997),media/1622363510949.jpg,media/1622363521767.jpg,media/1622363499253.jpg,media/1622426896748.jpg,
250,POM0252,Ubau,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,49,16,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.331179,101.2213602,51.41,2.09,Belum,-,-,Gusperi,5/30/2021 14:35,200000,8172.4,-,Brown (1997),media/1622363580480.jpg,media/1622363599358.jpg,media/1622363616361.jpg,media/1622427248175.jpg,
251,POM0253,Ridan,Nephelium mangayi,Pohon Dewasa,icon/mature_tree.svg,Not Defined,65,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312568,101.2214056,49.97,2.09,Belum,-,-,Sahlan,5/30/2021 15:40,200000,16704.14,-,Brown (1997),media/1622363755038.jpg,media/1622363746176.jpg,media/1622363687147.jpg,media/1622427553045.jpg,
252,POM0254,Tontang,Shorea pauciflora,Pohon Dewasa,icon/mature_tree.svg,Endangered,57,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.33119,101.2211279,36.01,2.08,Belum,-,-,Gusperi,5/30/2021 14:40,200000,11981.66,-,Brown (1997),media/1622364000601.jpg,media/1622364035801.jpg,media/1622363989538.jpg,media/1622427674225.jpg,
253,POM0255,Cempedak Air,Artocarpus heterophyllus,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312024,101.2211333,43.07,2.08,Belum,-,-,Wazar,5/30/2021 15:40,200000,6965.15,-,Brown (1997),media/1622364093617.jpg,media/1622364106261.jpg,media/1622364125142.jpg,media/1622427834034.jpg,
254,POM0256,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312205,101.2211608,46.77,2.08,Belum,-,-,Risman,5/30/2021 15:00,200000,5533.17,-,Brown (1997),media/1622364159817.jpg,media/1622364170211.jpg,media/1622364185981.jpg,media/1622427967400.jpg,
255,POM0257,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312285,101.2211506,42,2.08,Belum,-,-,Darlisman,5/30/2021 15:50,200000,6224.27,-,Brown (1997),media/1622364233970.jpg,media/1622364243634.jpg,media/1622364263114.jpg,media/1622428118288.jpg,
256,POM0258,Pasir Pasir,Stemonurus scorpioides,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3313437,101.2211956,44.57,2.07,Belum,-,-,Gusperi,5/30/2021 15:10,200000,11981.66,-,Brown (1997),media/1622364377473.jpg,media/1622364391869.jpg,media/1622364356109.jpg,media/1622428222590.jpg,
257,POM0259,Kalakok,Anacardia ceylanicum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,93,28,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3314378,101.2212135,39.25,2.06,Belum,-,-,Risman,5/30/2021 15:55,200000,41344.27,-,Brown (1997),media/1622364523343.jpg,media/1622364535085.jpg,media/1622364494356.jpg,media/1622428400923.jpg,
258,POM0260,Meranti Kulit Buaya,Shorea uliginosa,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,125,27,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315506,101.2213588,54.97,2.05,Belum,-,-,Darlisman,5/30/2021 15:15,200000,87364.66,-,Brown (1997),media/1622364648341.jpg,media/1622364665729.jpg,media/1622364626626.jpg,media/1622428543787.jpg,
259,POM0261,Kobau Jalang,Archidendron bubalinum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,63,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315482,101.2214737,52.6,2.06,Belum,-,-,Gusperi,5/30/2021 16:05,200000,15434.23,-,Brown (1997),media/1622364799532.jpg,media/1622364809554.jpg,media/1622364743335.jpg,media/1622428728395.jpg,
260,POM0262,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315234,101.2214839,48.94,2.06,Belum,-,-,Darlisman,5/30/2021 14:00,200000,9498.21,-,Brown (1997),media/1622364875449.jpg,media/1622364887951.jpg,media/1622364903686.jpg,media/1622429073410.jpg,
261,POM0263,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.331513,101.2214744,49.17,2.06,Belum,-,-,Wazar,5/30/2021 16:10,200000,6224.27,-,Brown (1997),media/1622364985242.jpg,media/1622364997015.jpg,media/1622364964664.jpg,media/1622431713278.jpg,
262,POM0264,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,73,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315596,101.2215761,32.66,2.06,Belum,-,-,Parman,5/30/2021 15:38,200000,22405.79,-,Brown (1997),media/1622365072479.jpg,media/1622365105510.jpg,media/1622365062208.jpg,media/1622431793598.jpg,
263,P0265,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,132,31,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315091,101.221549,31.14,2.07,Belum,-,-,Sahlan,5/30/2021 16:15,200000,100277.96,-,Brown (1997),media/1622365241922.jpg,media/1622365258758.jpg,media/1622365276894.jpg,media/1622431871684.jpg,
264,POM0266,Sijangkang,Adinandra polyneura,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,44,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315469,101.2215631,33.08,2.06,Belum,-,-,Risman,5/30/2021 15:45,200000,6224.27,-,Brown (1997),media/1622365364600.jpg,media/1622365376576.jpg,media/1622365352384.jpg,media/1622432026197.jpg,
265,POM0267,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,65,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315593,101.2216492,37.57,2.06,Belum,-,-,Darlisman,5/30/2021 16:20,200000,16704.14,-,Brown (1997),media/1622365454539.jpg,media/1622365466387.jpg,media/1622365441609.jpg,media/1622432161869.jpg,
266,POM0268,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,62,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315667,101.221659,41.15,2.06,Belum,-,-,Wazar,5/30/2021 15:50,200000,14821.92,-,Brown (1997),media/1622365548676.jpg,media/1622365558260.jpg,media/1622365586982.jpg,media/1622432238421.jpg,
267,POM0269,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3315418,101.221671,39.5,2.07,Belum,-,-,Gusperi,5/30/2021 16:21,200000,6965.15,-,Brown (1997),media/1622365627379.jpg,media/1622365640373.jpg,media/1622365656177.jpg,media/1622432315345.jpg,
268,POM0270,Meranti Kunyit,Shorea conica,Pohon Dewasa,icon/mature_tree.svg,Critically Endangered,50,22,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312366,101.2217377,38.92,2.1,Belum,-,-,Sahlan,5/30/2021 16:00,200000,8600.97,-,Brown (1997),media/1622365714933.jpg,media/1622365727173.jpg,media/1622365745605.jpg,media/1622441699707.jpg,
269,POM0271,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,16,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3311853,101.2218439,39.39,2.11,Belum,-,-,Dafit,5/30/2021 16:44,200000,5533.17,-,Brown (1997),media/1622365808986.jpg,media/1622365820651.jpg,media/1622365795094.jpg,media/1622441848813.jpg,
270,POM0272,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,13,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3311984,101.2217165,36.3,2.1,Belum,-,-,Darlisman,5/30/2021 16:05,200000,5205.91,-,Brown (1997),media/1622365876630.jpg,media/1622365890885.jpg,media/1622365868522.jpg,media/1622441954099.jpg,
271,POM0273,Kompe,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Least Concern,70,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.331189,101.2217297,36.48,2.11,Belum,-,-,Parjok,5/30/2021 16:48,200000,20148.91,-,Brown (1997),media/1622365981715.jpg,media/1622365993765.jpg,media/1622365949257.jpg,media/1622442090547.jpg,
272,POM0274,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3311891,101.2217903,38.69,2.11,Belum,-,-,Parjok,5/30/2021 16:20,200000,5205.91,-,Brown (1997),media/1622366033302.jpg,media/1622366042833.jpg,media/1622366059638.jpg,media/1622442251900.jpg,
273,POM0275,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310757,101.2217536,25.94,2.12,Belum,-,-,Parman,5/30/2021 16:56,200000,6224.27,-,Brown (1997),media/1622366121128.jpg,media/1622366130391.jpg,media/1622366148647.jpg,media/1622442483174.jpg,
274,POM0276,Balam,Palaquium hexandrum,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,71,27,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310455,101.2217429,38.94,2.12,Belum,-,-,Parman,5/30/2021 16:25,200000,20885.12,-,Brown (1997),media/1622366188961.jpg,media/1622366198750.jpg,media/1622366213283.jpg,media/1622442635656.jpg,
275,POM0277,Tampui Acek,Baccaurea macrocarpa,Pohon Dewasa,icon/mature_tree.svg,Not Defined,47,23,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310082,101.2217371,40.04,2.12,Belum,-,-,Gusperi,5/30/2021 16:57,200000,7354.63,-,Brown (1997),media/1622366267141.jpg,media/1622366278063.jpg,media/1622366256441.jpg,media/1622442756201.jpg,
276,POM0278,Meranti Batu,Parashorea aptera,Pohon Dewasa,icon/mature_tree.svg,Critically Endangered,54,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.330963,101.2216927,47.45,2.13,Belum,-,-,Dahlan,5/30/2021 16:30,200000,10449.84,-,Brown (1997),media/1622366338206.jpg,media/1622366351287.jpg,media/1622366324879.jpg,media/1622443322764.jpg,
277,POM0279,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,16,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3309693,101.2216802,47.81,2.13,Belum,-,-,Sahlan,5/30/2021 16:58,200000,5533.17,-,Brown (1997),media/1622366465208.jpg,media/1622366475422.jpg,media/1622366411928.jpg,media/1622443430736.jpg,
278,POM0280,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310446,101.2215891,35.86,2.11,Belum,-,-,Gusperi,5/30/2021 16:35,200000,6224.27,-,Brown (1997),media/1622366522689.jpg,media/1622366532858.jpg,media/1622366546369.jpg,media/1622443535039.jpg,
279,POM0281,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310339,101.2215872,41.77,2.12,Belum,-,-,Parman,5/30/2021 16:59,200000,6224.27,-,Brown (1997),media/1622366596737.jpg,media/1622366605263.jpg,media/1622366620142.jpg,media/1622461802522.jpg,
280,POM0282,Tima Tima,Melaleuca leucadendra,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3309222,101.2215376,46.29,2.12,Belum,-,-,Risman,5/30/2021 16:40,200000,6224.27,-,Brown (1997),media/1622366683464.jpg,media/1622366691779.jpg,media/1622366704160.jpg,media/1622461871179.jpg,
281,POM0283,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,55,27,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3307552,101.2215389,50.94,2.14,Belum,-,-,Sahlan,5/30/2021 16:59,200000,10946.39,-,Brown (1997),media/1622366802925.jpg,media/1622366812101.jpg,media/1622366771561.jpg,media/1622461944772.jpg,
282,POM0284,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3307212,101.2215945,55.66,2.15,Belum,-,-,Parman,5/30/2021 16:45,200000,6965.15,-,Brown (1997),media/1622366872732.jpg,media/1622366883361.jpg,media/1622366857922.jpg,media/1622462044837.jpg,
283,POM0285,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,105,22,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3307095,101.2214985,50.06,2.15,Belum,-,-,Risman,5/30/2021 17:00,200000,56203.37,-,Brown (1997),media/1622366961846.jpg,media/1622366972986.jpg,media/1622366952326.jpg,media/1622462160104.jpg,
284,POM0286,Darah Darah,Myristica sp.,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,49,22,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3306939,101.2214788,50.86,2.15,Belum,-,-,Darlisman,5/30/2021 16:45,200000,8172.4,-,Brown (1997),media/1622367020906.jpg,media/1622367030635.jpg,media/1622367011458.jpg,media/1622462240584.jpg,
285,POM0287,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,63,14,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3306939,101.2214521,50.46,2.14,Belum,-,-,Gusperi,5/30/2021 17:30,200000,15434.23,-,Brown (1997),media/1622367190424.jpg,media/1622367201734.jpg,media/1622367092543.jpg,media/1622462310622.jpg,
286,POM0288,Kolek Lapis,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3306822,101.2214412,49.37,2.15,Belum,-,-,Parman,5/30/2021 16:50,200000,5533.17,-,Brown (1997),media/1622367270588.jpg,media/1622367283231.jpg,media/1622367261524.jpg,media/1622462394902.jpg,
287,POM0289,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.330567,101.221509,42.48,2.16,Belum,-,-,Parman,5/30/2021 17:15,200000,6965.15,-,Brown (1997),media/1622367330531.jpg,media/1622367341811.jpg,media/1622367357939.jpg,media/1622462463696.jpg,
288,POM0290,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,66,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3305376,101.2215289,51.75,2.16,Belum,-,-,Darlisman,5/30/2021 16:55,200000,17361.99,-,Brown (1997),media/1622367417428.jpg,media/1622367435469.jpg,media/1622367460267.jpg,media/1622462972684.jpg,
289,POM0291,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3304875,101.2215562,36.26,2.17,Belum,-,-,Risman,5/30/2021 17:27,200000,9498.21,-,Brown (1997),media/1622367510574.jpg,media/1622367521555.jpg,media/1622367500995.jpg,media/1622463068935.jpg,
290,POM0292,Kolek Jambu,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3304342,101.2216977,43.11,2.18,Belum,-,-,Sahlan,5/30/2021 16:55,200000,13641.94,-,Brown (1997),media/1622367655628.jpg,media/1622367666459.jpg,media/1622367619472.jpg,media/1622463144606.jpg,
291,POM0293,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,55,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3304836,101.2217586,40.6,2.18,Belum,-,-,Darlis,5/30/2021 17:40,200000,10946.39,-,Brown (1997),media/1622367743164.jpg,media/1622367752459.jpg,media/1622367773007.jpg,media/1622463228579.jpg,
292,POM0294,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3305164,101.2216659,32.81,2.17,Belum,-,-,Parman,5/30/2021 17:00,200000,11981.66,-,Brown (1997),media/1622367817437.jpg,media/1622367828029.jpg,media/1622367845494.jpg,media/1622463309680.jpg,
293,POM0295,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,62,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.33082,101.221839,50.46,2.15,Belum,-,-,Parman,5/30/2021 17:36,200000,14821.92,-,Brown (1997),media/1622368327475.jpg,media/1622368338924.jpg,media/1622368315792.jpg,media/1622463394462.jpg,
294,POM0296,Gonggang,Cratoxylum spp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.330928,101.2217907,50.69,2.13,Belum,-,-,Wazar,5/30/2021 17:05,200000,6965.15,-,Brown (1997),media/1622368420775.jpg,media/1622368433121.jpg,media/1622368401873.jpg,media/1622463485604.jpg,
295,POM0297,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,19,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3310494,101.2218608,56.58,2.13,Belum,-,-,Parman,5/30/2021 17:46,200000,12520.63,-,Brown (1997),media/1622368537805.jpg,media/1622368546803.jpg,media/1622368503573.jpg,media/1622463566049.jpg,
296,POM0298,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.331066,101.2218981,45.83,2.13,Belum,-,-,Gusperi,5/30/2021 17:10,200000,5533.17,-,Brown (1997),media/1622368610096.jpg,media/1622368621906.jpg,media/1622368600922.jpg,media/1622463643699.jpg,
297,POM0299,Patate,Ochanostachys amentacea,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,87,24,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312436,101.2221367,55.67,2.12,Belum,-,-,Sahlan,5/30/2021 17:58,200000,34925.06,-,Brown (1997),media/1622368769246.jpg,media/1622368780964.jpg,media/1622368800769.jpg,media/1622463711617.jpg,
298,POM0300,Kompe,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Least Concern,49,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3312877,101.2221559,40.59,2.11,Belum,-,-,Parman,5/30/2021 17:20,200000,8172.4,-,Brown (1997),media/1622368858975.jpg,media/1622368869721.jpg,media/1622368848758.jpg,media/1622463795261.jpg,
299,POM0301,Kolek Simogham,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3333693,101.2190942,37.28,1.78,Belum,-,-,Sahlan,5/31/2021 13:00,200000,11981.66,-,Brown (1997),media/1622445946918.jpg,media/1622445972512.jpg,media/1622446000894.jpg,media/1622464847493.jpg,
300,POM0302,Kalakok,Anacardia ceylanicum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,73,27,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.333209,101.2192158,31.76,1.8,Belum,-,-,Parman,5/31/2021 13:02,200000,22405.79,-,Brown (1997),media/1622446119359.jpg,media/1622446132004.jpg,media/1622446097468.jpg,media/1622464937334.jpg,
301,POM0303,Kolek Simogham,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3332225,101.2192525,37.29,1.8,Belum,-,-,Wazar,5/31/2021 13:05,200000,6965.15,-,Brown (1997),media/1622446179483.jpg,media/1622446189554.jpg,media/1622446212968.jpg,media/1622465026482.jpg,
302,POM0304,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,101,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3331926,101.2192803,38.87,1.8,Belum,-,-,Darlisman,5/31/2021 13:06,200000,50943.23,-,Brown (1997),media/1622446258066.jpg,media/1622446269241.jpg,media/1622446294305.jpg,media/1622465160159.jpg,
303,POM0305,Kolek Simogham,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3331906,101.2192918,38.95,1.81,Belum,-,-,Risman,5/31/2021 13:10,200000,5205.91,-,Brown (1997),media/1622446352171.jpg,media/1622446362559.jpg,media/1622446341999.jpg,media/1622465273183.jpg,
304,POM0306,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,23,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3330903,101.2193673,38.01,1.82,Belum,-,-,Gusperi,5/31/2021 13:15,200000,6965.15,-,Brown (1997),media/1622446468370.jpg,media/1622446481573.jpg,media/1622446497154.jpg,media/1622465408895.jpg,
